"ANO","NIVEL","CODMUNRES","POPRE_T","POPRC_T","POPRC_M","POPRC_F","POPRC_15","POPRC_15_49","POPRC_50","POPRC_F_15","POPRC_F_15_49","POPRC_F_50","IDHM_A","IDHM_CA","IDHM_CA_M","IDHM_CA_F","TN","TNRC","TNRCR","TGI_15","TGI_15_19","TGI_20_24","TGI_25_29","TGI_30_34","TGI_35_39","TGI_40_44","TGI_45_49","TGI_50","TGIF","IM_P25","IM_P50","IM_P75","IM_MD","IM_DP","EM_S","EM_FI","EM_FII","EM_M","EM_SI","EM_SC","TGRC_B","TGRC_PT","TGRC_A","TGRC_PD","TGRC_I","TGSC","TGCC","TGPRI","TGNPRI","TGU","TGG","TGD_22","TGD_22_27","TGD_28_31","TGD_32_36","TGD_37_41","TGD_42","TGD_PRT","TGD_AT","TGD_PST","DG_P25","DG_P50","DG_P75","DG_MD","DG_DP","TKC_NR","TKC_ID","TKC_IT","TKC_AD","TKC_MAD","TGPRG_S","TGPRG_N","TPV","TPC","TRAP_C","TRAP_P","TRAP_T","TGROB_1","TGROB_2","TGROB_3","TGROB_4","TGROB_5","TGROB_6","TGROB_7","TGROB_8","TGROB_9","TGROB_10","TNLOC_H","TNLOC_ES","TNLOC_D","TNLOC_O","TNLOC_AI","TRS_M","TRS_F","TRRC_B","TRRC_PT","TRRC_A","TRRC_PD","TRRC_I","TRP_BP","TRP_N","TRP_M","PESO_P25","PESO_P50","PESO_P75","PESO_MD","PESO_DP","TRPIG_P","TRPIG_A","TRPIG_G","TRAPG5_B","TRAPG5_N","APG5_MD","APG5_DP","TRAC","TRSAC","TO","TORC","TORCR","TO_NN","TO_N","TO_CB_I","TO_CB_N","TO_CB_C","TO_CB_R","TO_CB_O","TO_M","TO_F","TO_F_IF","TO_FT","TO_NT","TO_NT_P","TO_NT_T","TO_PNT","TO_MT_G","TONT_B","TONT_PT","TONT_A","TONT_PD","TONT_I","TO_MT","TO_MT_DG","TO_MT_PT","TO_MT_AB","TO_MT_42","TO_MT_43","TO_MT_P","TO_MT_P_I","TO_MT_P_ES","TO_MT_P_EFI","TO_MT_P_EFII","TO_MT_P_EM","TO_MT_P_ESI","TO_MT_P_ESC","POPRE_RA","POPRE_RE","TFG","TMG","RMM","TMM","TMM_P","TMN","TMN_P","TMN_T","TMI"
2015,"MUNICIPIO","2927705",28226,26264,13331,12933,8251,14127,3886,4037,7052,1844,NA,0.654,NA,NA,435,0,380,5,100,119,99,64,35,11,2,0,430,20,24,30,25.13,6.87,4,37,147,198,18,23,33,47,4,263,68,132,290,150,285,420,14,0,2,4,49,337,25,55,337,25,38,39,40,38.67,2.37,2,168,38,24,183,382,53,302,132,419,11,1,57,59,107,56,64,2,6,14,1,46,428,1,4,1,0,202,233,33,47,4,263,68,28,383,24,2920,3230,3578,3235.89,551.37,24,316,49,5,428,9.6,0.84,2,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.877,11.249,61.6846284741917,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2927804",6750,6673,3422,3251,1642,3660,1371,825,1737,689,NA,0.61,NA,NA,76,0,56,0,22,13,19,14,7,1,0,0,76,19,26,30,25.39,6.81,1,5,36,26,3,3,3,9,0,61,1,43,33,24,52,74,2,0,2,0,9,57,3,11,57,3,38,39,40,38.55,2.89,1,22,4,4,40,76,0,48,27,73,3,0,6,9,19,14,10,2,0,2,0,9,76,0,0,0,0,38,38,3,9,0,61,1,4,67,5,3076,3300,3586,3299.26,574.25,1,58,8,0,59,9,0.53,0,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.845,NA,43.7535981577432,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2927903",11177,10363,5135,5228,2572,5401,2390,1219,2680,1329,NA,0.574,NA,NA,135,0,100,0,38,40,28,16,12,1,0,0,135,19,24,28,24.59,6.31,1,10,37,63,4,5,13,23,3,84,0,54,67,57,78,130,4,0,1,1,15,103,10,17,103,10,38,40,40,39.01,2.54,0,43,13,13,60,80,55,86,48,128,6,0,33,4,44,2,20,4,2,4,0,15,134,1,0,0,0,67,68,13,23,3,84,0,9,113,13,3000,3260,3585,3293.09,652.76,7,95,20,2,131,9.33,1.01,3,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.225,6.05,50.3731343283582,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2928000",36915,33838,16620,17218,9149,18195,6494,4642,9226,3350,NA,0.598,NA,NA,524,0,359,9,106,151,100,97,44,16,1,0,515,20,24,30,25.53,6.98,8,46,115,205,9,22,61,31,1,391,1,190,326,232,292,522,2,1,6,5,27,455,21,39,455,21,38,39,40,38.67,2.48,0,110,41,47,279,93,431,270,254,507,14,1,136,69,147,49,64,7,6,2,1,33,442,80,0,2,0,254,270,61,32,1,392,1,42,444,38,2934,3200,3560,3204.79,568.64,40,403,60,10,489,8.76,0.99,5,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.744,NA,56.7960112724908,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2928059",13626,13344,7051,6293,3870,6818,2656,1914,3189,1190,NA,0.556,NA,NA,193,0,174,8,72,49,41,15,7,1,0,0,185,17,21,26,22.25,6.04,9,32,77,62,1,4,9,11,0,164,0,116,74,77,116,192,0,0,0,1,20,143,19,21,143,19,38,39,40,39.07,2.21,10,63,22,14,70,191,2,153,39,189,3,0,33,28,67,16,16,1,2,0,0,20,182,5,2,4,0,102,91,9,11,0,164,0,14,167,12,2880,3194,3470,3170.11,518.38,24,134,20,1,182,9.33,0.76,0,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.739,NA,60.5205393540295,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2928109",41795,40309,20337,19972,10941,21353,8015,5332,10463,4177,NA,0.614,NA,NA,516,0,406,2,96,141,126,94,41,16,0,0,514,20,25,30,25.83,6.58,8,57,151,237,8,30,28,14,0,458,0,139,348,184,332,492,18,1,4,4,53,382,36,62,382,36,38,39,40,38.68,2.76,0,143,48,50,246,91,425,293,217,486,15,0,120,16,172,10,75,4,6,18,0,52,489,18,8,1,0,276,240,29,14,0,459,0,49,439,23,2900,3200,3500,3155.38,535.53,37,361,49,1,482,9.75,0.56,0,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.749,6.604,49.3166395871165,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2928208",27260,24750,12551,12199,6483,12660,5607,3126,6125,2948,NA,0.692,NA,NA,309,0,245,3,59,83,80,44,23,15,2,0,306,20,25,31,25.86,7.06,3,31,98,158,6,6,28,6,1,214,3,67,223,113,196,306,3,1,4,3,37,237,27,45,237,27,38,39,40,38.6,3.16,1,128,35,27,99,24,285,187,122,288,17,2,70,15,112,11,37,8,9,3,2,40,307,2,0,0,0,169,140,28,6,1,214,3,12,269,28,3000,3320,3650,3334.25,508.73,11,227,53,2,305,9.37,0.75,1,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.658,NA,50.4489795918367,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2928307",9442,8776,4246,4530,2380,4389,2007,1158,2227,1145,NA,0.592,NA,NA,93,0,37,0,9,28,22,13,16,5,0,0,93,22,26,33,27.54,6.86,0,11,29,33,1,2,0,13,1,40,0,52,31,46,47,91,2,0,1,3,3,67,5,7,67,5,38,39,40,38.58,2.94,0,18,3,3,36,53,40,67,26,88,0,0,14,16,22,10,7,0,0,2,0,7,93,0,0,0,0,40,53,0,13,1,40,0,6,80,7,3050,3260,3600,3261.98,552.25,4,63,10,0,66,9.5,0.79,1,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.791,NA,41.7602155365963,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2928406",28822,26250,13572,12678,7512,13514,5224,3578,6442,2658,NA,0.605,NA,NA,446,0,171,8,106,102,103,83,33,11,0,0,438,19,25,30.75,25.2,6.82,2,13,44,112,9,15,27,16,2,160,0,113,257,136,310,436,9,0,1,2,45,344,17,48,344,17,39,41,41,39.71,2.27,1,61,10,14,117,195,251,321,123,229,9,0,28,37,29,41,26,3,6,9,0,25,437,8,0,1,0,235,211,45,20,4,272,0,48,380,18,2846.25,3130,3450,3096.65,589.23,54,310,29,15,419,9.1,1.37,2,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.265,3.36,69.2331574045328,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2928505",10586,9648,4822,4826,2490,4867,2291,1219,2382,1225,NA,0.587,NA,NA,129,0,107,0,20,38,25,32,9,5,0,0,129,21,26,32,26.5,6.78,0,13,45,58,2,7,7,9,0,97,1,69,53,56,73,126,2,0,0,1,4,118,4,5,118,4,39,39,40,39.07,1.68,1,33,1,5,83,36,93,83,46,118,11,0,43,4,46,5,15,7,2,2,0,3,128,1,0,0,0,60,69,7,9,0,97,1,5,117,7,3050,3300,3600,3283.36,510.9,9,104,9,1,120,9.18,0.7,1,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.706,2.2,54.1561712846348,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2928604",61702,57800,27755,30045,13921,32199,11680,6955,16505,6585,NA,0.646,NA,NA,671,0,478,8,158,162,150,116,61,14,2,0,663,20,25,30,25.48,6.86,6,39,167,379,19,35,12,126,2,467,0,438,220,346,325,655,13,1,11,9,52,473,29,73,473,29,38,39,40,38.45,3.08,2,217,88,53,211,490,181,407,263,641,23,0,173,80,121,50,56,7,11,13,0,62,667,0,2,2,0,363,308,12,126,2,467,0,62,574,35,2850,3160,3482.5,3123.9,591.5,41,449,60,16,612,9.15,1.16,5,652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.793,24.405,40.654347167525,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2928703",101548,90985,42965,48020,21284,54133,15568,10613,28511,8896,NA,0.7,NA,NA,1526,0,698,20,241,352,375,330,169,36,2,1,1505,21,27,32,26.71,6.7,5,78,360,841,90,130,95,211,3,1142,0,960,539,733,793,1484,42,0,9,7,146,1260,67,162,1260,67,38,39,40,38.63,2.16,0,364,152,151,779,76,1450,586,939,1465,48,1,375,242,234,149,258,21,22,42,1,141,1479,44,1,2,0,761,765,95,211,3,1143,0,125,1305,96,2940,3247.5,3550,3217.95,567.79,107,1141,176,9,745,9.44,0.95,10,1510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.695,17.411,53.5232015713233,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2928802",53193,47880,22906,24974,13005,25880,8995,6318,13517,5139,NA,0.626,NA,NA,761,0,217,4,113,181,194,157,87,20,5,0,757,21,27,32,26.91,6.81,6,57,202,346,18,41,17,53,0,244,0,432,278,404,357,750,8,0,3,4,34,589,25,41,589,25,39,39,40,39.02,1.9,0,103,41,59,253,634,127,452,301,727,19,0,170,120,149,57,91,9,9,8,0,37,750,11,0,0,0,379,382,17,53,0,244,0,59,651,51,2910,3265,3600,3238.37,603.68,55,510,78,4,480,9.32,0.85,1,682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.856,440,56.2994747355182,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2928901",32640,27659,14530,13129,8410,15226,4023,4158,7061,1910,NA,0.579,NA,NA,486,0,250,4,119,143,116,69,32,3,0,0,482,19,24,29,24.36,6.06,4,23,91,123,9,15,28,28,1,204,0,77,399,212,274,482,4,1,2,4,47,390,37,54,390,37,39,41,41,39.6,2.71,0,70,16,18,156,264,222,275,211,251,12,2,43,48,44,29,40,5,6,4,2,40,442,41,1,2,0,243,243,55,32,2,389,0,43,410,33,2900,3225,3596,3196.94,579.7,45,376,45,8,477,9.15,0.86,4,481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.899,NA,68.8287777935137,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2928950",9877,9226,4591,4635,2134,4920,2172,1049,2473,1113,NA,0.64,NA,NA,101,0,72,0,15,16,34,21,14,1,0,0,101,22,28,32,27.39,6.36,1,5,24,43,2,10,6,3,0,78,0,47,51,34,67,99,2,0,1,1,7,79,3,9,79,3,38,38,39,38.22,2.28,0,15,2,14,61,85,16,42,59,93,5,0,16,8,23,12,17,0,3,2,0,8,54,47,0,0,0,49,52,6,3,0,78,0,4,89,8,2900,3200,3650,3250.48,535.29,4,69,14,3,92,9.02,0.9,0,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.977,NA,40.8410837040032,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2929008",15091,14098,6882,7216,3198,8296,2604,1577,4169,1470,NA,0.639,NA,NA,170,0,26,2,30,50,38,32,14,4,0,0,168,21,25,31,25.65,6.55,1,15,39,101,5,4,3,7,0,145,0,114,54,89,81,168,2,0,1,4,14,133,8,19,133,8,38,39,40,38.75,2.55,0,38,9,14,96,41,129,112,58,168,1,0,70,7,46,0,14,0,1,2,0,19,166,1,3,0,0,90,80,3,7,0,145,0,9,154,7,2966.25,3242.5,3530,3216.71,450,14,123,19,0,36,9.11,0.71,0,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.489,8.659,40.7771647877189,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2929057",15647,13048,6536,6512,3738,7089,2221,1841,3510,1161,NA,0.639,NA,NA,214,0,188,4,37,55,55,45,12,6,0,0,210,20,25,30,25.57,6.52,2,22,65,102,4,14,37,13,0,156,1,41,172,81,133,211,3,0,1,4,15,177,15,20,177,15,38,39,40,38.74,2.57,0,64,20,28,92,28,186,148,65,198,4,0,51,17,70,13,25,2,2,3,0,17,196,17,0,1,0,122,92,38,13,0,159,1,19,182,13,2950,3277,3537.5,3226.73,556.32,16,165,21,5,200,9.18,1.11,0,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.696,NA,60.968660968661,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2929107",21582,20305,10083,10222,4721,11308,4276,2324,5570,2328,NA,0.616,NA,NA,211,0,125,1,34,51,56,41,23,5,0,0,210,21,26,32,26.58,6.52,0,13,58,117,5,9,13,29,0,152,0,140,66,101,110,207,4,0,0,3,10,186,4,13,186,4,38,39,40,38.97,1.83,1,47,23,15,118,197,14,106,104,205,6,0,58,29,40,18,40,1,3,4,0,10,204,6,0,1,0,98,113,13,29,0,152,0,16,177,18,3000,3300,3590,3293.89,511.9,13,158,28,1,140,9.43,0.74,1,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.156,NA,37.8815080789946,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2929206",39329,33183,16203,16980,9038,19476,4669,4402,10044,2534,NA,0.674,NA,NA,657,0,475,6,143,174,136,138,48,12,0,0,651,20,25,31,25.45,6.63,6,48,160,358,29,43,12,117,2,511,0,319,325,330,327,647,8,0,0,8,54,466,32,62,466,32,38,39,40,38.86,2.15,0,191,68,67,195,96,561,368,287,625,24,1,193,56,114,33,75,10,11,8,1,57,657,0,0,0,0,350,307,12,117,2,511,0,38,581,38,2956,3280,3550,3252.29,507.87,40,422,72,7,647,9.43,0.97,5,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.329,14.044,65.4121863799283,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2929255",19542,18427,9449,8978,5259,9840,3328,2560,4785,1633,NA,0.592,NA,NA,257,0,227,5,55,70,59,38,24,4,2,0,252,20,24,30,25.32,6.92,1,20,83,131,3,18,29,21,0,194,0,75,174,107,150,252,4,0,5,3,21,206,14,29,206,14,38,39,40,38.76,2.96,0,75,31,37,77,175,82,196,60,248,6,0,69,20,85,17,20,2,4,4,0,26,243,11,1,2,0,130,127,29,21,0,194,0,23,220,14,2945,3250,3600,3211.51,539.1,16,194,31,8,248,9.22,1.15,3,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.441,NA,53.7095088819227,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2929305",37554,33283,16019,17264,8604,18681,5998,4263,9587,3414,NA,0.627,NA,NA,420,0,88,4,74,102,100,88,36,16,0,0,416,21,26,31,26.37,6.8,2,36,112,197,12,20,4,19,0,131,0,252,139,238,182,406,7,0,2,3,18,327,10,23,327,10,39,39,40,38.92,2.01,2,51,25,30,149,357,63,260,157,399,10,0,95,71,75,41,30,8,2,7,0,17,418,0,2,0,0,212,208,4,19,0,131,0,41,357,22,2868.5,3186,3527,3144.78,613.51,36,276,33,2,265,9.35,0.76,0,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.956,2.852,43.8093251277772,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2929354",6118,5715,2902,2813,1666,2823,1226,788,1427,598,NA,0.546,NA,NA,107,0,107,1,32,22,28,18,5,1,0,0,106,18,24,28.5,24.1,6.29,0,11,37,52,5,2,2,7,0,98,0,72,35,43,64,105,2,0,0,0,7,92,8,7,92,8,38,39,40,38.85,1.93,0,38,5,12,51,107,0,64,43,104,3,0,10,30,12,33,11,1,2,2,0,6,107,0,0,0,0,60,47,2,7,0,98,0,7,95,5,3003,3240,3552.5,3246.12,500.2,8,84,11,2,105,8.77,0.92,0,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.457,NA,74.9824807288017,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2929370",11061,10180,5094,5086,2810,5192,2178,1395,2576,1115,NA,0.552,NA,NA,111,0,92,0,22,32,26,14,15,2,0,0,111,20,25,30.5,25.93,6.86,0,9,37,50,2,3,8,12,0,76,0,31,72,37,74,111,0,0,0,1,10,96,3,11,96,3,38,39,40,38.74,2.01,0,25,9,6,64,111,0,65,45,101,2,5,19,12,25,24,10,1,1,0,5,10,111,0,0,0,0,51,60,8,12,0,76,0,4,99,8,2992.5,3250,3637.5,3289.76,507.9,5,91,13,2,106,9.69,0.88,0,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.771,NA,43.0900621118012,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2929404",12009,10414,5278,5136,2705,5542,2167,1314,2676,1146,NA,0.593,NA,NA,125,0,57,0,29,32,31,18,13,2,0,0,125,20,25,30,25.38,6.85,1,7,46,60,3,6,8,19,0,93,0,95,29,56,69,123,2,0,0,4,9,104,5,13,104,5,38,39,40,38.57,2.5,0,45,5,13,58,124,1,65,60,121,2,0,24,21,32,12,16,0,2,2,0,12,120,3,1,1,0,65,60,8,19,0,93,0,14,99,12,2940,3280,3545,3236.8,634.29,4,98,18,2,61,9.41,1.19,2,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18,3.875,46.711509715994,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2929503",45482,42153,20708,21445,10341,24266,7546,4985,12434,4026,NA,0.657,NA,NA,570,0,375,6,85,135,166,109,59,10,0,0,564,21,26,31,26.44,6.38,2,24,143,348,18,26,18,140,2,328,2,293,250,240,330,553,16,2,1,3,58,382,15,64,382,15,38,39,40,38.52,2.52,5,132,36,41,311,399,171,323,246,532,14,0,86,62,96,58,65,2,7,16,0,50,568,1,1,0,0,279,291,18,140,2,328,2,47,486,37,2935.75,3250,3599.25,3217.58,600.14,24,361,51,8,556,9.38,1.04,4,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.196,1.508,45.8420460028953,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2929602",17664,16585,7978,8607,4107,9159,3319,2035,4646,1926,NA,0.614,NA,NA,218,0,161,1,45,54,50,40,23,5,0,0,217,20.25,26,31,25.98,6.8,0,16,45,120,6,16,10,48,2,130,1,93,109,104,114,210,8,0,2,1,30,169,8,33,169,8,37,38,39,38.15,2.34,0,50,14,20,123,193,25,56,161,205,9,3,69,12,40,14,30,4,3,8,3,27,217,1,0,0,0,106,112,10,48,2,131,1,24,190,4,2850,3165,3500,3124.57,556.13,14,166,18,0,198,9.21,0.7,2,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.998,NA,46.9220835126991,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2929701",20320,18964,9567,9397,5550,9652,3762,2768,4664,1965,NA,0.527,NA,NA,197,0,155,2,42,59,35,23,23,10,3,0,195,20,23,31,25.9,7.67,7,43,70,61,1,11,17,17,1,137,0,112,73,88,109,194,2,0,0,2,15,144,26,17,144,26,38,39,41,39.23,2.27,1,74,10,26,64,110,87,157,39,185,11,0,62,14,66,8,11,4,7,2,0,13,194,0,2,1,0,90,107,17,17,1,137,0,10,168,19,2962,3350,3650,3321.5,527.75,10,139,31,4,187,9.19,1.14,1,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.199,NA,42.2384219554031,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2929750",12238,11201,5482,5719,2703,6015,2483,1355,2985,1379,NA,0.617,NA,NA,94,0,71,1,16,31,22,17,5,2,0,0,93,20,24,29.75,25.2,6.18,0,8,30,50,2,0,3,21,0,68,0,66,25,36,58,91,2,1,0,0,8,71,5,9,71,5,38,39,40,38.72,2.77,0,26,10,13,34,84,10,69,24,90,3,0,22,6,32,2,10,1,2,2,0,7,93,0,0,1,0,49,45,3,21,0,68,0,14,74,6,2715,3169.5,3450,3124.64,571.47,12,62,6,1,90,9.33,0.87,0,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.238,NA,31.4907872696817,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2929800",12739,11845,5933,5912,3115,6086,2644,1484,3047,1381,NA,0.549,NA,NA,137,0,116,2,27,34,42,24,6,2,0,0,135,20,25,29,25.01,6.36,1,16,46,61,3,5,8,6,0,116,0,54,75,54,83,132,4,0,1,1,13,105,10,15,105,10,38,39,40,38.97,2.39,1,33,9,12,68,81,56,91,45,127,3,1,32,13,43,5,13,0,3,3,1,15,136,0,1,0,0,84,53,8,6,0,116,0,12,117,8,2925,3300,3565,3196.37,607.77,15,91,14,0,131,9.47,0.69,2,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.523,NA,44.9622579586478,NA,NA,NA,NA,NA,NA,NA,NA
